Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W,Earning_Date,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume
88,DOCN,131.37,1913926,Technology,Software - Infrastructure,97.0,1.0,92.0,97.0,13.8288,12.9077,4177183.0,4699020.0,187.5,25.56,13710322688,NO,150.06,79.08,154.76,96.52,,1326,0.51,1913926,NO,NO,2026-04-08,16602000.0
89,CDNL,80.09,972302,Industrials,Engineering & Construction,97.0,96.0,96.0,98.0,8.1593,8.0907,602680.0,1200570.0,96.4,21.98,1545423360,NO,62.2,,66.39,44.17,,141,0.54,972302,NO,NO,2025-12-10,3595800.0
91,MRVL,249.27,25129311,Technology,Semiconductors,97.0,4.0,97.0,97.0,27.6321,23.4161,43155086.0,60496870.0,329.88,61.44,218249134080,NO,225.47,123.53,236.34,144.36,,6540,0.0,25129311,YES,NO,2026-06-18,250989400.0
92,VSH,46.17,7601423,Technology,Semiconductors,97.0,1.0,97.0,98.0,6.0332,5.1211,6620403.0,9543400.0,69.47,11.77,7081457664,NO,46.77,24.56,50.07,29.62,,11669,0.0,7601423,NO,NO,2010-11-04,49052300.0
94,AEHR,72.32,2118142,Technology,Semiconductor Equipment & Materials,97.0,0.0,95.0,98.0,12.1088,10.2531,2865409.0,1610720.0,126.62,12.19,2274856448,NO,96.76,48.5,94.04,58.89,,7265,0.0,2118142,NO,NO,2021-07-19,139700300.0
95,AMBQ,83.82,320160,Technology,Semiconductors,97.0,56.0,98.0,97.0,6.9245,6.5606,693345.0,1070270.0,91.61,22.12,1998724608,NO,69.34,39.48,77.26,46.16,,234,0.0,320160,NO,NO,2025-07-30,5479500.0
105,AIP,34.82,1074189,Technology,Semiconductors,97.0,12.0,96.0,97.0,3.6616,3.472,1026180.0,1311540.0,50.26,8.42,1607708416,NO,35.87,20.46,37.04,24.03,,1175,0.0,1087442,NO,NO,2025-08-05,21920200.0
107,ACMR,98.52,1494502,Technology,Semiconductor Equipment & Materials,97.0,83.0,97.0,97.0,11.3549,9.8335,1669962.0,2303470.0,127.19,23.03,6808666624,NO,79.75,53.47,86.43,62.55,,2177,0.0,1494502,NO,NO,2024-02-28,12244400.0
121,SILC,43.57,140804,Technology,Communication Equipment,97.0,28.0,97.0,98.0,5.1371,4.725,158632.0,210230.0,52.95,13.34,250423408,NO,42.35,23.95,43.73,28.23,,8146,0.0,140804,NO,NO,1999-12-08,2163100.0
125,CIEN,433.83,1310500,Technology,Communication Equipment,97.0,1.0,13.0,95.0,34.1929,33.1179,2894640.0,3778770.0,637.51,76.89,61409906688,NO,515.58,327.04,496.47,394.03,,7396,1.07,1310500,NO,NO,2011-06-08,36581000.0
126,VIAV,42.42,4524059,Technology,Communication Equipment,97.0,3.0,68.0,97.0,4.1279,3.875,7690478.0,13389270.0,60.43,9.62,10464404480,NO,49.78,29.35,48.06,35.81,,8211,0.02,4524059,NO,NO,2013-12-20,87404420.0
127,TSEM,218.95,1204129,Technology,Semiconductors,97.0,3.0,56.0,95.0,23.7453,18.7432,2250191.0,1891580.0,319.94,43.12,26052646912,NO,248.69,152.97,249.67,183.69,,7974,0.0,1204210,NO,NO,2022-02-15,19691500.0
129,NWPX,143.18,157545,Basic Materials,Steel,97.0,92.0,96.0,97.0,7.0221,6.8864,177083.0,285560.0,152.03,40.01,1379826688,NO,119.56,79.14,126.74,92.03,,7697,0.05,157545,NO,NO,2008-12-30,1481600.0
130,KLAG,43.26,167453,ETF,ETF,97.0,75.0,97.0,97.0,9.7632,7.8774,73567.0,186590.0,77.55,15.95,0,NO,39.79,,41.42,28.94,,135,0.0,167453,NO,NO,2026-07-02,422200.0
131,COHU,58.7,1163046,Technology,Semiconductor Equipment & Materials,97.0,71.0,96.0,97.0,5.7007,4.8486,1514663.0,1587440.0,74.6,17.8,2769192960,NO,54.39,33.79,55.86,39.43,,11669,0.0,1163046,NO,NO,2025-09-25,6205800.0
134,STHH,143.9,7271,ETF,ETF,97.0,9.0,97.0,97.0,7.4954,4.7044,3775.0,4360.0,162.57,43.3,0,NO,132.94,77.4,138.56,90.94,,314,0.0,7271,NO,NO,2026-06-01,23300.0
135,LNOK,57.36,199646,ETF,ETF,97.0,0.0,95.0,,8.5382,6.8421,306965.0,310470.0,121.22,17.74,0,NO,77.05,,74.15,,,114,7.77,199646,NO,NO,2026-06-09,947300.0
137,MKSI,368.06,1272786,Technology,Scientific & Technical Instruments,97.0,82.0,94.0,97.0,28.9807,22.9343,1296588.0,1961900.0,447.62,88.49,24860291072,NO,332.3,225.41,344.72,266.85,,6858,0.0,1272786,NO,NO,2017-11-21,9564400.0
145,STM,71.39,6555187,Technology,Semiconductors,97.0,8.0,97.0,97.0,4.4571,3.2157,12513900.0,12102340.0,81.42,21.11,63451013120,NO,66.82,38.86,69.43,45.67,,7944,4.29,6555187,NO,NO,1994-12-08,41167800.0
147,WYFI,35.54,2172394,Technology,Information Technology Services,96.0,95.0,98.0,97.0,6.682,6.4075,1868170.0,3556160.0,46.87,10.51,1372349312,NO,27.65,22.45,29.71,20.91,,228,1.4,2172394,NO,NO,2025-08-07,14776600.0
150,OUST,49.83,6779139,Technology,Electronic Components,96.0,87.0,98.0,97.0,7.1007,6.6214,4542939.0,6522690.0,63.79,16.4,3172823040,NO,38.14,27.87,41.09,28.42,,1439,0.0,6779139,NO,NO,2025-06-11,17407500.0
151,AMAT,592.79,8322135,Technology,Semiconductor Equipment & Materials,96.0,91.0,95.0,97.0,52.2886,40.0678,8957011.0,15668410.0,739.67,154.47,470651174912,NO,493.97,341.45,521.43,400.37,,11669,0.0,8330767,NO,NO,1997-10-24,245229200.0
153,ARM,322.24,5130436,Technology,Semiconductors,96.0,2.0,97.0,97.0,35.5847,32.1283,11128750.0,10675450.0,452.7,100.02,344177704960,NO,301.24,178.01,321.72,197.15,,703,0.0,5131333,NO,NO,2023-09-14,130534500.0
156,FLEX,138.65,4608922,Technology,Electronic Components,96.0,5.0,97.0,97.0,11.5129,10.265,7027186.0,14388040.0,166.86,47.83,50799910912,NO,135.95,81.91,143.47,93.2,,8127,0.87,4608922,NO,NO,2005-10-26,102901552.0
158,ARMH,136.3,11649,ETF,ETF,96.0,2.0,97.0,97.0,12.6424,9.6114,4983.0,5670.0,190.61,42.85,0,NO,126.63,75.79,135.85,83.32,,325,0.0,11649,NO,NO,2026-03-26,15900.0
159,APGE,133.5,1543196,Healthcare,Biotechnology,96.0,98.0,94.0,95.0,4.4604,1.4325,2466893.0,10828370.0,133.85,34.34,10037025792,NO,93.47,74.14,99.21,83.48,,746,0.2,1543196,NO,NO,2026-06-22,61663500.0
166,LRCX,350.2,10908623,Technology,Semiconductor Equipment & Materials,96.0,60.0,94.0,96.0,30.9214,23.7379,10999536.0,17055350.0,438.5,90.94,437949988864,NO,322.77,223.98,334.21,261.37,,10623,0.0,10908623,YES,NO,2012-06-04,298766000.0
167,TSXU,60.51,23122,ETF,ETF,96.0,6.0,97.0,96.0,6.8095,5.0499,24004.0,26960.0,72.42,21.4,0,NO,55.23,,57.42,40.8,,190,0.0,23122,NO,NO,2026-01-07,75000.0
168,COHR,335.7,2891668,Technology,Scientific & Technical Instruments,96.0,3.0,86.0,95.0,36.3564,32.2921,6163073.0,6249920.0,440.0,84.35,65676124160,NO,368.73,237.95,365.8,283.73,,9761,0.0,2891668,NO,NO,2026-03-20,51484800.0
169,TER,379.52,3374249,Technology,Semiconductor Equipment & Materials,96.0,11.0,81.0,96.0,39.0864,31.4357,4357039.0,7324630.0,487.91,88.6,59410878464,NO,384.56,269.25,381.49,318.64,,13455,0.0,3374847,NO,NO,2020-09-18,30212400.0
171,TERG,46.39,91375,ETF,ETF,96.0,1.0,62.0,97.0,11.3754,8.5939,107032.0,66050.0,80.05,12.19,0,NO,54.7,,51.81,42.99,,157,0.0,91375,NO,NO,2026-04-29,432200.0
174,STRL,717.11,483545,Industrials,Engineering & Construction,96.0,1.0,95.0,97.0,63.4407,57.019,728532.0,1193010.0,1005.68,225.47,22005204992,NO,781.43,475.44,811.33,536.67,,8807,1.93,486189,NO,NO,2025-04-16,7646100.0
177,AGX,725.23,263569,Industrials,Engineering & Construction,96.0,74.0,84.0,97.0,50.6507,44.069,333727.0,394450.0,805.75,196.9,10167178240,NO,689.21,456.25,699.8,535.91,,7769,2.47,263569,NO,NO,2026-03-20,2581700.0
178,GTX,33.19,2871797,Consumer Cyclical,Auto Parts,96.0,64.0,96.0,95.0,1.461,1.3296,2912590.0,3520550.0,36.25,10.71,6212786176,NO,30.7,20.58,32.59,23.53,,1959,2.55,2871797,NO,NO,2020-09-24,34688500.0
182,MTRN,261.8,374576,Basic Materials,Other Industrial Metals & Mining,96.0,88.0,96.0,96.0,14.962,13.9434,329898.0,536260.0,298.87,80.69,5445828096,NO,226.51,158.75,239.67,179.45,,11669,0.0,374576,NO,NO,2007-06-20,4251800.0
184,POWL,248.05,581526,Industrials,Electrical Equipment & Parts,96.0,4.0,89.0,97.0,19.9007,17.6514,728559.0,1085660.0,328.0,68.33,9036870656,NO,285.04,178.62,281.67,210.57,,11669,0.0,581526,NO,NO,2024-07-31,5279700.0
193,CSCL,58.75,6779,ETF,ETF,96.0,2.0,97.0,96.0,3.3578,2.8486,43380.0,18970.0,77.9,23.17,0,NO,58.0,36.58,61.56,41.46,,258,0.0,6779,NO,NO,2026-05-14,492500.0
196,AIS,77.07,1027648,ETF,ETF,96.0,12.0,96.0,96.0,5.1231,3.3516,607406.0,957690.0,88.8,27.39,0,NO,72.52,48.73,74.79,54.72,,396,3.3,1027648,NO,NO,2026-07-02,1490800.0
197,CHPS,94.15,26370,ETF,ETF,96.0,17.0,95.0,96.0,6.1676,4.1392,40898.0,66510.0,107.97,33.31,0,NO,88.26,59.82,91.29,68.18,,745,2.33,26370,NO,NO,2026-06-23,145100.0
200,SMTC,138.89,2309350,Technology,Semiconductors,96.0,4.0,95.0,95.0,14.0814,11.4707,3628895.0,6384640.0,177.35,42.42,12937765888,NO,142.75,93.54,146.86,105.5,,11669,2.39,2309350,NO,NO,2023-10-19,23292100.0
201,SITM,615.46,404977,Technology,Semiconductors,96.0,5.0,96.0,94.0,59.1843,54.9175,564978.0,874890.0,901.81,186.49,18436425728,NO,689.17,432.4,701.98,496.76,,1662,1.35,404977,NO,NO,2026-03-20,4028500.0
203,AMKR,69.88,5266513,Technology,Semiconductor Equipment & Materials,96.0,11.0,93.0,95.0,7.6486,6.5114,5460026.0,5875600.0,96.68,20.59,17321330688,NO,75.23,50.63,73.87,58.32,,7087,0.0,5266513,NO,NO,2021-02-12,27265800.0
206,HIBL,118.28,47258,ETF,ETF,96.0,10.0,96.0,95.0,11.2831,8.0017,64168.0,64320.0,138.11,43.93,0,NO,110.35,77.92,113.84,86.17,,1671,2.7,47258,NO,NO,2024-12-04,2894000.0
209,MEC,34.41,328624,Industrials,Metal Fabrication,96.0,74.0,96.0,95.0,1.8894,1.8676,464881.0,627080.0,38.76,12.1,877248768,NO,29.21,20.59,31.42,23.51,,1798,0.36,328624,NO,NO,2019-05-09,2814500.0
211,WOLF,39.47,3624223,Technology,Semiconductors,96.0,0.0,97.0,97.0,6.9051,6.4798,7593850.0,5814350.0,80.82,8.05,2051338880,NO,49.64,,51.9,30.6,,192,0.0,3624223,NO,NO,2025-09-30,47733800.0
213,FTXL,255.46,248047,ETF,ETF,96.0,10.0,95.0,96.0,16.9617,12.1985,269190.0,321300.0,297.36,93.61,0,NO,249.87,166.67,255.84,190.11,,2459,0.0,248047,NO,NO,2023-03-24,17226700.0
216,PSI,159.57,324590,ETF,ETF,96.0,21.0,95.0,96.0,11.3967,8.4338,438442.0,454310.0,189.24,57.31,0,NO,154.98,103.93,158.61,118.73,,5290,0.0,324590,NO,NO,2007-10-25,9293700.0
219,AMA,39.01,376521,ETF,ETF,95.0,95.0,,,7.6743,5.7464,300037.0,471940.0,62.0,19.25,0,NO,,,32.98,,,44,0.0,376521,NO,NO,2026-05-14,1954200.0
222,FIX,1793.03,293617,Industrials,Engineering & Construction,95.0,19.0,84.0,96.0,111.9087,88.9952,456170.0,628700.0,2073.99,513.99,63085912064,NO,1884.84,1312.14,1867.91,1502.09,,7299,1.78,293617,NO,NO,2025-12-19,8010000.0
224,TECL,204.9,700185,ETF,ETF,95.0,2.0,97.0,94.0,21.145,16.3136,1276983.0,967510.0,275.4,75.16,0,NO,201.96,138.7,209.51,145.06,,4404,3.33,700185,NO,NO,2010-05-04,332400000.0
229,ONTO,303.86,871452,Technology,Semiconductor Equipment & Materials,95.0,79.0,91.0,96.0,29.4621,23.1846,1234491.0,1740380.0,386.46,89.4,15115079680,NO,293.65,206.8,292.32,240.86,,1679,0.0,871452,NO,NO,2023-10-17,9552200.0
232,SOXX,581.51,7912867,ETF,ETF,95.0,14.0,95.0,96.0,37.3364,26.6879,9114318.0,11034730.0,655.95,232.33,0,NO,548.63,377.99,564.85,424.18,,6280,0.0,7917301,NO,NO,2025-10-10,26691200.0
235,TSMU,81.79,89863,ETF,ETF,95.0,61.0,95.0,95.0,8.1228,6.3555,104713.0,94050.0,93.29,25.97,0,NO,74.13,54.81,75.09,61.33,,410,6.32,89863,NO,NO,2025-10-16,435900.0
237,MYRG,442.72,217431,Industrials,Engineering & Construction,95.0,47.0,94.0,96.0,26.5579,24.785,306657.0,432410.0,503.57,171.51,6893608960,NO,442.13,292.44,452.34,333.96,,4500,0.9,217431,NO,NO,2009-06-26,3646200.0
238,TSMX,93.21,928024,ETF,ETF,95.0,61.0,95.0,95.0,9.3462,7.4099,1105247.0,1073450.0,106.32,30.79,0,NO,84.62,62.96,85.7,69.69,,438,5.79,928024,NO,NO,2025-01-27,3911500.0
241,TSMG,45.32,99538,ETF,ETF,95.0,64.0,95.0,95.0,4.4436,3.4234,112265.0,106310.0,51.24,15.43,0,NO,40.88,30.82,41.41,33.8,,369,5.34,99538,NO,NO,2026-01-15,391400.0
244,KLAC,233.31,12010608,Technology,Semiconductor Equipment & Materials,95.0,82.0,93.0,96.0,22.5564,18.6671,11963300.0,18381640.0,307.37,83.22,304767074304,NO,209.85,152.65,217.29,172.59,,11526,0.0,12010608,YES,NO,2002-10-23,329584000.0
245,MTSI,327.64,1524225,Technology,Semiconductors,95.0,4.0,90.0,95.0,24.8036,21.2704,1558862.0,2289700.0,418.9,118.16,24997550080,NO,354.1,233.08,362.19,272.23,,3596,0.0,1524225,NO,NO,2018-02-07,14046200.0
247,STXX,47.57,66359,ETF,ETF,95.0,2.0,,,11.8586,10.43,106777.0,107970.0,86.89,22.23,0,NO,,,51.17,,,49,10.48,66359,NO,NO,2026-05-06,240300.0
250,USD,90.36,520170,ETF,ETF,95.0,3.0,96.0,94.0,8.9329,6.4286,1066275.0,985690.0,116.5,36.67,0,NO,94.65,64.35,95.41,70.1,,4886,0.0,520170,NO,NO,2008-12-09,144076800.0
253,LGN,77.78,879340,Industrials,Engineering & Construction,95.0,7.0,88.0,95.0,5.5633,5.2804,1866731.0,2287660.0,107.24,26.96,12775161856,NO,86.01,56.03,83.89,64.8,,203,0.0,879340,NO,NO,2025-09-12,9811600.0
258,BHE,85.57,328430,Technology,Electronic Components,95.0,19.0,93.0,96.0,5.1971,4.6236,487139.0,759910.0,100.41,34.44,3069998080,NO,85.66,58.3,86.98,66.23,,9070,0.0,328430,NO,NO,2003-04-22,6885225.0
259,SOXQ,101.53,1623589,ETF,ETF,95.0,11.0,95.0,95.0,6.3351,4.5111,2520077.0,3318890.0,115.33,42.67,0,NO,97.46,68.53,99.98,76.2,,1271,0.0,1623589,NO,NO,2026-06-05,6881000.0
262,LASR,65.3,750995,Technology,Semiconductors,95.0,5.0,51.0,94.0,5.0603,4.9396,1265045.0,1554690.0,86.95,17.84,3683488768,NO,70.8,51.32,69.23,59.69,,2058,0.03,750995,NO,NO,2026-06-26,5746600.0
265,STXL,38.39,172858,ETF,ETF,95.0,2.0,,,9.6164,8.3541,287991.0,283290.0,70.41,18.2,0,NO,40.51,,41.51,,,50,11.52,172858,NO,NO,2026-04-29,1211700.0
266,MOV,37.77,137778,Consumer Cyclical,Luxury Goods,95.0,68.0,94.0,95.0,1.1521,1.1107,231349.0,306770.0,39.85,14.78,839522560,NO,32.98,24.66,35.11,27.78,,8245,0.0,137778,NO,NO,1993-09-30,6273375.0
271,LSCC,137.31,2032206,Technology,Semiconductors,95.0,7.0,92.0,95.0,9.8854,8.3832,2198616.0,2335320.0,157.01,46.43,18812549120,NO,136.21,95.83,138.4,107.89,,9228,0.0,2032206,NO,NO,2016-11-03,33890700.0
272,DCO,189.18,249627,Industrials,Aerospace & Defense,95.0,95.0,93.0,96.0,7.7136,7.6386,247734.0,376450.0,196.63,83.05,2853885952,NO,154.21,119.81,160.96,134.05,,13405,0.0,249627,NO,NO,2012-06-22,1459500.0
274,ALGM,56.56,4499190,Technology,Semiconductors,95.0,76.0,95.0,96.0,5.8989,5.1824,2800685.0,4986940.0,71.77,22.41,10537640960,NO,50.35,36.23,51.16,40.41,,1425,0.0,4499190,NO,NO,2024-09-20,19368900.0
275,SKYT,34.09,548788,Technology,Semiconductors,95.0,7.0,78.0,95.0,1.6725,1.5961,1085972.0,855650.0,39.93,8.49,1677384832,NO,35.32,26.42,35.6,30.75,,1307,0.0,548788,NO,NO,2026-01-26,15784800.0
280,XSD,571.27,157831,ETF,ETF,95.0,6.0,95.0,95.0,36.0321,28.6907,132593.0,155260.0,658.14,254.82,0,NO,569.61,397.89,583.35,434.92,,5134,2.28,157831,NO,NO,2008-01-14,3099800.0
281,KRYS,374.68,186866,Healthcare,Biotechnology,95.0,94.0,92.0,92.0,13.6722,13.3008,314322.0,463960.0,382.54,130.5,11045474304,NO,312.99,255.0,330.95,285.8,,2208,0.0,186866,NO,NO,2021-11-29,8480400.0
284,BELFB,277.45,455374,Technology,Electronic Components,95.0,28.0,89.0,93.0,20.1214,19.3321,285463.0,408410.0,335.29,95.45,3946090240,NO,282.17,208.99,280.71,236.25,,7039,0.12,459186,NO,NO,2021-08-02,2749000.0
287,HPE,43.15,16403690,Technology,Communication Equipment,95.0,2.0,96.0,95.0,2.5824,2.3584,25464396.0,25855170.0,64.25,19.64,57139384320,NO,39.67,27.36,41.79,29.58,,2692,1.32,16403690,YES,NO,2026-06-02,153197800.0
289,CHPX,99.05,42777,ETF,ETF,95.0,9.0,95.0,95.0,5.5664,3.9389,111596.0,126830.0,112.0,49.0,0,NO,94.8,,97.59,73.67,,190,0.0,42777,NO,NO,2026-05-05,1171400.0
291,GHM,115.95,183521,Industrials,Specialty Industrial Machinery,94.0,85.0,91.0,95.0,6.5993,6.0621,237355.0,315290.0,125.82,46.08,1353463808,NO,103.14,78.36,106.63,88.85,,11669,0.43,183521,NO,NO,1990-07-20,1783500.0
