Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
Leading Stocks (RS > 90),1,GSAT,77.73,4824821.0,Communication Services,Telecom Services,97.0,97.0,92.0,97.0,787058.0,1641420.0,78.3,17.24,9992529920.0,No
Leading Stocks (RS > 90),2,ORKA,53.31,1637879.0,Healthcare,Biotechnology,98.0,98.0,97.0,98.0,563988.0,1007460.0,53.56,5.49,2641121024.0,No
Leading Stocks (RS > 90),3,VSAT,53.69,3352589.0,Technology,Communication Equipment,98.0,94.0,96.0,96.0,1792183.0,2125330.0,53.98,7.36,7292788224.0,No
Leading Stocks (RS > 90),4,PL,35.88,25707679.0,Industrials,Aerospace & Defense,98.0,98.0,98.0,98.0,14180048.0,24952460.0,37.05,2.79,12419827712.0,No
Leading Stocks (RS > 90),5,LUNR,23.99,39846676.0,Industrials,Aerospace & Defense,97.0,97.0,96.0,98.0,12102161.0,19436940.0,24.3,6.13,3823347712.0,No
Leading Stocks (RS > 90),6,KOD,40.63,1641535.0,Healthcare,Biotechnology,98.0,98.0,95.0,98.0,1068400.0,3186230.0,45.6,1.92,2480397568.0,No
Leading Stocks (RS > 90),7,BKSY,30.81,3954437.0,Industrials,Specialty Business Services,97.0,97.0,97.0,92.0,1580869.0,2151940.0,33.2,6.15,1139810304.0,No
Leading Stocks (RS > 90),8,INTG,38.07,29534.0,Consumer Cyclical,Lodging,97.0,96.0,94.0,96.0,13662.0,10450.0,42.5,9.57,81805272.0,No
Leading Stocks (RS > 90),9,APLS,40.41,10333247.0,Healthcare,Biotechnology,96.0,98.0,97.0,96.0,4808748.0,15007890.0,40.48,16.1,5166080512.0,No
Leading Stocks (RS > 90),10,TBN,43.73,182585.0,Energy,Oil & Gas E&P,95.0,98.0,97.0,94.0,82108.0,190120.0,52.21,17.29,990025856.0,No
Leading Stocks (RS > 90),11,TSAT,40.11,296775.0,Technology,Communication Equipment,94.0,94.0,94.0,93.0,177946.0,157020.0,43.82,14.77,2046079104.0,No
Leading Stocks (RS > 90),12,IRDM,32.86,3499392.0,Communication Services,Telecom Services,94.0,97.0,98.0,96.0,2266991.0,2486460.0,33.34,15.65,3448879104.0,No
Leading Stocks (RS > 90),13,SENEA,160.92,126299.0,Consumer Defensive,Packaged Foods,93.0,95.0,95.0,93.0,68683.0,111840.0,165.26,81.0,1107298432.0,No
Leading Stocks (RS > 90),14,BP,47.12,29968119.0,Energy,Oil & Gas Integrated,91.0,96.0,94.0,92.0,14180827.0,25854900.0,48.27,25.22,123056848896.0,No
